suite_id,aug_id,initial_size,augmented_size,n_tests_added,cov_ADC_initial_%,cov_STMT_initial_%,cov_STMT_augmented_%,fault_revealed
5,31,4,8,4,100.0,83.33,100.0,False
5,32,4,8,4,100.0,83.33,100.0,False
5,33,4,8,4,100.0,83.33,100.0,True
5,34,4,8,4,100.0,83.33,100.0,False
5,35,4,8,4,100.0,83.33,100.0,False
5,36,4,8,4,100.0,83.33,100.0,False
5,37,4,8,4,100.0,83.33,100.0,False
5,38,4,8,4,100.0,83.33,100.0,False
5,39,4,8,4,100.0,83.33,100.0,False
5,40,4,8,4,100.0,83.33,100.0,False
5,41,4,8,4,100.0,83.33,100.0,False
5,42,4,8,4,100.0,83.33,100.0,False
5,43,4,8,4,100.0,83.33,100.0,False
5,44,4,8,4,100.0,83.33,100.0,False
5,45,4,8,4,100.0,83.33,100.0,False
5,46,4,8,4,100.0,83.33,100.0,False
5,47,4,8,4,100.0,83.33,100.0,False
5,48,4,8,4,100.0,83.33,100.0,False
5,49,4,8,4,100.0,83.33,100.0,False
5,50,4,8,4,100.0,83.33,100.0,False
6,1,4,8,4,100.0,86.67,100.0,False
6,2,4,8,4,100.0,86.67,100.0,True
6,3,4,8,4,100.0,86.67,100.0,False
6,4,4,8,4,100.0,86.67,100.0,False
6,5,4,8,4,100.0,86.67,100.0,False
6,6,4,8,4,100.0,86.67,100.0,False
6,7,4,8,4,100.0,86.67,100.0,False
6,8,4,8,4,100.0,86.67,100.0,False
6,9,4,8,4,100.0,86.67,100.0,False
6,10,4,8,4,100.0,86.67,100.0,False
6,11,4,8,4,100.0,86.67,100.0,False
6,12,4,8,4,100.0,86.67,100.0,False
6,13,4,8,4,100.0,86.67,100.0,False
6,14,4,8,4,100.0,86.67,100.0,False
6,15,4,8,4,100.0,86.67,100.0,False
6,16,4,8,4,100.0,86.67,100.0,False
6,17,4,8,4,100.0,86.67,100.0,False
6,18,4,8,4,100.0,86.67,100.0,False
6,19,4,8,4,100.0,86.67,100.0,False
6,20,4,8,4,100.0,86.67,100.0,False
6,21,4,8,4,100.0,86.67,100.0,False
6,22,4,8,4,100.0,86.67,100.0,False
6,23,4,8,4,100.0,86.67,100.0,False
6,24,4,8,4,100.0,86.67,100.0,False
6,25,4,8,4,100.0,86.67,100.0,False
6,26,4,8,4,100.0,86.67,100.0,False
6,27,4,8,4,100.0,86.67,100.0,False
6,28,4,8,4,100.0,86.67,100.0,False
6,29,4,8,4,100.0,86.67,100.0,False
6,30,4,8,4,100.0,86.67,100.0,False
6,31,4,8,4,100.0,86.67,100.0,False
6,32,4,8,4,100.0,86.67,100.0,False
6,33,4,8,4,100.0,86.67,100.0,False
6,34,4,8,4,100.0,86.67,100.0,False
6,35,4,8,4,100.0,86.67,100.0,False
6,36,4,8,4,100.0,86.67,100.0,False
6,37,4,8,4,100.0,86.67,100.0,False
6,38,4,8,4,100.0,86.67,100.0,False
6,39,4,8,4,100.0,86.67,100.0,False
6,40,4,8,4,100.0,86.67,100.0,False
6,41,4,8,4,100.0,86.67,100.0,False
6,42,4,8,4,100.0,86.67,100.0,False
6,43,4,8,4,100.0,86.67,100.0,True
6,44,4,8,4,100.0,86.67,100.0,False
6,45,4,8,4,100.0,86.67,100.0,False
6,46,4,8,4,100.0,86.67,100.0,False
6,47,4,8,4,100.0,86.67,100.0,False
6,48,4,8,4,100.0,86.67,100.0,False
6,49,4,8,4,100.0,86.67,100.0,True
6,50,4,8,4,100.0,86.67,100.0,True
7,1,4,8,4,100.0,86.67,100.0,False
7,2,4,8,4,100.0,86.67,100.0,True
7,3,4,8,4,100.0,86.67,100.0,False
7,4,4,8,4,100.0,86.67,100.0,False
7,5,4,8,4,100.0,86.67,100.0,False
7,6,4,8,4,100.0,86.67,100.0,False
7,7,4,8,4,100.0,86.67,100.0,False
7,8,4,8,4,100.0,86.67,100.0,False
7,9,4,8,4,100.0,86.67,100.0,False
7,10,4,8,4,100.0,86.67,100.0,False
7,11,4,8,4,100.0,86.67,100.0,False
7,12,4,8,4,100.0,86.67,100.0,False
7,13,4,8,4,100.0,86.67,100.0,True
7,14,4,8,4,100.0,86.67,100.0,False
7,15,4,8,4,100.0,86.67,100.0,False
7,16,4,8,4,100.0,86.67,100.0,False
7,17,4,8,4,100.0,86.67,100.0,False
7,18,4,8,4,100.0,86.67,100.0,False
7,19,4,8,4,100.0,86.67,100.0,False
7,20,4,8,4,100.0,86.67,100.0,False
7,21,4,8,4,100.0,86.67,100.0,False
7,22,4,8,4,100.0,86.67,100.0,False
7,23,4,8,4,100.0,86.67,100.0,False
7,24,4,8,4,100.0,86.67,100.0,False
7,25,4,8,4,100.0,86.67,100.0,True
7,26,4,8,4,100.0,86.67,100.0,False
7,27,4,8,4,100.0,86.67,100.0,False
7,28,4,8,4,100.0,86.67,100.0,False
7,29,4,8,4,100.0,86.67,100.0,False
7,30,4,8,4,100.0,86.67,100.0,False
7,31,4,8,4,100.0,86.67,100.0,False
7,32,4,8,4,100.0,86.67,100.0,False
7,33,4,8,4,100.0,86.67,100.0,False
7,34,4,8,4,100.0,86.67,100.0,False
7,35,4,8,4,100.0,86.67,100.0,False
7,36,4,8,4,100.0,86.67,100.0,False
7,37,4,8,4,100.0,86.67,100.0,False
7,38,4,8,4,100.0,86.67,100.0,False
7,39,4,8,4,100.0,86.67,100.0,False
7,40,4,8,4,100.0,86.67,100.0,False
7,41,4,8,4,100.0,86.67,100.0,False
7,42,4,8,4,100.0,86.67,100.0,False
7,43,4,8,4,100.0,86.67,100.0,False
7,44,4,8,4,100.0,86.67,100.0,False
7,45,4,8,4,100.0,86.67,100.0,False
7,46,4,8,4,100.0,86.67,100.0,False
7,47,4,8,4,100.0,86.67,100.0,False
7,48,4,8,4,100.0,86.67,100.0,False
7,49,4,8,4,100.0,86.67,100.0,False
7,50,4,8,4,100.0,86.67,100.0,False
8,1,4,8,4,100.0,88.33,100.0,False
8,2,4,8,4,100.0,88.33,100.0,False
8,3,4,8,4,100.0,88.33,100.0,True
